age,age_group,income,employment_years,credit_history_len,existing_debt_ratio,loan_amount,purpose,default,period
60,Over 50,39794.45,10.9,9.3,0.25,3171.96,auto,0,monitoring
66,Over 50,42887.18,13.5,13.0,0.232,8788.22,debt_consolidation,0,monitoring
24,Under 30,53291.98,0.0,0.7,0.18,12579.8,small_business,0,monitoring
64,Over 50,19027.2,11.3,10.8,0.179,5594.0,education,0,monitoring
34,30-50,59112.71,3.4,2.8,0.221,4804.93,home_improvement,0,monitoring
54,Over 50,37909.9,13.9,14.1,0.615,10621.04,small_business,0,monitoring
43,30-50,66783.27,8.5,13.0,0.214,8618.54,debt_consolidation,0,monitoring
53,Over 50,55190.23,16.7,14.0,0.635,16430.86,home_improvement,0,monitoring
44,30-50,27120.9,5.6,2.1,0.189,14779.61,debt_consolidation,0,monitoring
61,Over 50,42958.43,9.9,8.9,0.298,8354.31,auto,1,monitoring
67,Over 50,34492.77,13.3,12.7,0.503,11862.42,debt_consolidation,0,monitoring
54,Over 50,46719.71,9.6,7.8,0.509,6259.83,debt_consolidation,0,monitoring
41,30-50,29662.12,6.3,6.4,0.35,16338.44,auto,0,monitoring
51,Over 50,34902.27,10.6,11.6,0.305,8110.74,home_improvement,0,monitoring
29,Under 30,34492.98,0.6,1.4,0.266,6797.0,auto,0,monitoring
40,30-50,19091.77,13.5,11.4,0.2,14995.14,debt_consolidation,1,monitoring
57,Over 50,52767.35,16.4,18.3,0.216,6109.36,debt_consolidation,0,monitoring
40,30-50,99947.94,5.9,6.9,0.659,2890.92,debt_consolidation,0,monitoring
69,Over 50,35567.7,14.1,9.7,0.204,9010.61,auto,0,monitoring
44,30-50,52083.61,6.3,6.6,0.433,6943.11,small_business,0,monitoring
64,Over 50,35828.78,17.6,14.8,0.254,4747.45,small_business,0,monitoring
64,Over 50,14107.54,15.9,17.3,0.313,8072.18,small_business,0,monitoring
32,30-50,27727.39,0.6,0.4,0.437,14990.71,debt_consolidation,0,monitoring
52,Over 50,88802.15,8.7,10.2,0.197,17713.86,auto,0,monitoring
67,Over 50,115576.05,12.9,16.7,0.132,5809.07,small_business,0,monitoring
61,Over 50,42923.13,15.5,14.0,0.576,11074.96,debt_consolidation,1,monitoring
44,30-50,29545.91,12.8,13.0,0.56,7652.77,home_improvement,0,monitoring
45,30-50,61607.7,12.2,12.9,0.456,4581.45,auto,0,monitoring
59,Over 50,28272.59,11.8,13.3,0.415,3829.75,debt_consolidation,0,monitoring
47,30-50,48976.9,10.0,9.5,0.248,10524.42,debt_consolidation,0,monitoring
47,30-50,43297.79,6.2,6.8,0.264,4195.89,education,0,monitoring
55,Over 50,30381.42,13.1,8.7,0.244,9960.21,auto,0,monitoring
69,Over 50,56302.74,18.6,17.8,0.31,17823.14,auto,0,monitoring
55,Over 50,41894.64,5.4,7.0,0.709,11717.36,education,1,monitoring
45,30-50,94456.46,7.2,3.4,0.465,10123.93,debt_consolidation,0,monitoring
31,30-50,71601.77,1.6,3.2,0.164,15775.33,debt_consolidation,0,monitoring
35,30-50,44658.32,2.4,4.8,0.75,6336.84,small_business,1,monitoring
66,Over 50,24099.06,13.1,9.4,0.096,8405.76,debt_consolidation,0,monitoring
62,Over 50,27689.66,20.9,19.4,0.251,11344.96,debt_consolidation,0,monitoring
32,30-50,69393.49,4.3,7.6,0.363,7928.13,small_business,0,monitoring
38,30-50,61814.21,4.4,8.9,0.196,12531.92,education,0,monitoring
53,Over 50,25942.98,8.9,9.6,0.488,5282.91,auto,0,monitoring
52,Over 50,44133.78,9.4,10.4,0.304,4199.11,auto,0,monitoring
38,30-50,30479.83,3.3,5.7,0.661,7562.44,small_business,0,monitoring
55,Over 50,25802.83,11.9,15.1,0.248,5531.5,small_business,0,monitoring
34,30-50,19956.37,0.7,8.3,0.214,6248.56,home_improvement,0,monitoring
64,Over 50,40487.12,13.5,11.3,0.241,6405.46,debt_consolidation,0,monitoring
69,Over 50,42073.13,18.7,13.6,0.18,4837.03,debt_consolidation,0,monitoring
34,30-50,36010.99,6.9,3.7,0.445,6785.44,education,0,monitoring
54,Over 50,24518.53,5.3,5.5,0.185,12143.94,education,0,monitoring
48,30-50,48894.19,11.3,13.7,0.111,3919.05,home_improvement,0,monitoring
34,30-50,33280.97,2.4,2.6,0.559,10818.21,auto,1,monitoring
51,Over 50,58612.41,13.8,13.5,0.493,6262.93,small_business,0,monitoring
56,Over 50,47465.48,8.9,7.8,0.152,10676.96,auto,0,monitoring
45,30-50,35108.97,7.3,7.2,0.279,8943.89,debt_consolidation,0,monitoring
57,Over 50,64681.62,12.8,11.8,0.445,14129.04,debt_consolidation,0,monitoring
67,Over 50,30756.58,18.5,17.3,0.448,17533.72,auto,0,monitoring
38,30-50,31465.25,8.4,7.3,0.334,11357.59,home_improvement,0,monitoring
38,30-50,44159.74,3.5,6.6,0.411,5550.2,debt_consolidation,0,monitoring
66,Over 50,60003.32,13.3,12.7,0.29,4510.37,debt_consolidation,0,monitoring
59,Over 50,39613.2,16.5,18.1,0.371,2987.43,home_improvement,0,monitoring
68,Over 50,45362.03,14.5,11.7,0.244,6109.09,debt_consolidation,0,monitoring
58,Over 50,48615.52,18.1,14.0,0.309,4769.57,education,0,monitoring
34,30-50,37262.19,6.4,7.4,0.206,5784.24,small_business,0,monitoring
48,30-50,48367.09,6.1,8.1,0.355,15415.37,education,0,monitoring
56,Over 50,47583.34,14.9,15.5,0.344,20683.85,debt_consolidation,0,monitoring
39,30-50,20289.09,7.2,10.0,0.225,9547.27,auto,0,monitoring
30,30-50,77423.9,2.7,7.0,0.246,7231.19,small_business,0,monitoring
56,Over 50,82755.05,11.0,9.5,0.196,6035.54,home_improvement,0,monitoring
31,30-50,46185.53,5.8,4.3,0.154,27088.44,debt_consolidation,0,monitoring
68,Over 50,68760.13,13.9,12.4,0.164,18749.7,home_improvement,0,monitoring
58,Over 50,46033.19,10.6,10.2,0.301,14408.69,education,0,monitoring
60,Over 50,61777.99,11.7,13.1,0.151,7104.27,education,0,monitoring
67,Over 50,67888.23,14.5,11.1,0.479,21787.97,small_business,0,monitoring
66,Over 50,36018.94,16.3,13.3,0.187,4434.27,debt_consolidation,0,monitoring
45,30-50,53548.88,9.2,8.6,0.289,4488.14,auto,0,monitoring
38,30-50,80808.06,8.2,7.1,0.359,12202.62,home_improvement,1,monitoring
36,30-50,70931.9,11.5,9.8,0.248,7549.63,debt_consolidation,0,monitoring
56,Over 50,86676.96,14.3,10.6,0.257,8310.79,auto,0,monitoring
34,30-50,83839.32,3.2,6.6,0.385,8812.94,education,0,monitoring
55,Over 50,57172.22,12.5,13.1,0.195,6390.09,home_improvement,0,monitoring
43,30-50,28721.54,7.6,10.1,0.197,5803.87,home_improvement,0,monitoring
32,30-50,57678.18,0.0,1.6,0.307,13648.33,home_improvement,0,monitoring
52,Over 50,66234.0,11.8,13.3,0.367,16143.62,auto,0,monitoring
28,Under 30,64465.48,0.0,0.0,0.478,8293.5,debt_consolidation,0,monitoring
66,Over 50,33734.06,16.3,16.5,0.547,4169.35,debt_consolidation,0,monitoring
34,30-50,61507.9,3.7,4.3,0.2,7639.93,home_improvement,0,monitoring
57,Over 50,34249.82,8.0,8.3,0.175,15882.55,debt_consolidation,0,monitoring
48,30-50,60887.02,11.7,12.2,0.158,9180.26,debt_consolidation,0,monitoring
64,Over 50,104448.61,16.6,18.9,0.547,10790.83,education,0,monitoring
57,Over 50,28613.77,15.8,10.4,0.244,14691.43,debt_consolidation,0,monitoring
58,Over 50,36614.26,10.5,10.7,0.207,6285.56,auto,1,monitoring
47,30-50,45238.28,8.7,12.4,0.499,10547.74,small_business,0,monitoring
42,30-50,78381.81,8.9,10.2,0.144,6141.38,education,0,monitoring
25,Under 30,191438.56,8.1,10.9,0.402,13511.21,home_improvement,0,monitoring
67,Over 50,54455.51,16.2,13.4,0.388,13705.88,debt_consolidation,0,monitoring
48,30-50,45939.45,8.1,7.9,0.234,4958.75,debt_consolidation,0,monitoring
50,30-50,40795.29,7.8,11.5,0.397,9667.38,home_improvement,0,monitoring
65,Over 50,18937.29,19.5,16.3,0.468,8777.54,debt_consolidation,0,monitoring
43,30-50,43557.89,11.2,14.3,0.339,2696.38,small_business,0,monitoring
23,Under 30,46674.07,0.0,2.0,0.186,2687.2,home_improvement,0,monitoring
54,Over 50,80920.64,12.6,14.3,0.275,15370.02,debt_consolidation,0,monitoring
29,Under 30,17131.02,7.6,8.5,0.447,8320.53,debt_consolidation,0,monitoring
57,Over 50,41928.26,14.3,12.9,0.222,16977.33,home_improvement,0,monitoring
54,Over 50,47975.92,9.4,9.7,0.483,6059.9,debt_consolidation,0,monitoring
48,30-50,24789.87,8.6,9.5,0.383,5001.1,debt_consolidation,0,monitoring
41,30-50,75750.67,7.8,10.0,0.33,8571.85,home_improvement,0,monitoring
44,30-50,46753.05,13.9,13.1,0.184,8250.08,auto,0,monitoring
30,30-50,56801.98,0.0,2.0,0.252,4778.06,debt_consolidation,0,monitoring
65,Over 50,40397.45,16.9,18.4,0.69,4414.76,small_business,0,monitoring
34,30-50,37209.01,4.7,4.2,0.131,5832.59,debt_consolidation,0,monitoring
45,30-50,20853.39,14.4,14.1,0.325,2425.13,debt_consolidation,0,monitoring
25,Under 30,59249.06,3.7,7.7,0.144,15355.9,debt_consolidation,0,monitoring
47,30-50,68932.82,8.9,9.0,0.114,8907.72,debt_consolidation,0,monitoring
65,Over 50,56681.26,15.3,13.0,0.172,6716.41,home_improvement,0,monitoring
66,Over 50,29973.48,15.4,16.7,0.334,12853.43,education,0,monitoring
49,30-50,32252.66,11.1,12.6,0.461,11486.01,home_improvement,0,monitoring
68,Over 50,24448.7,18.4,18.0,0.246,3820.54,debt_consolidation,0,monitoring
24,Under 30,38977.68,0.0,2.0,0.359,9688.56,education,0,monitoring
52,Over 50,81277.53,9.2,8.1,0.338,7057.68,debt_consolidation,0,monitoring
59,Over 50,57968.01,14.3,14.6,0.433,8677.2,auto,1,monitoring
41,30-50,31506.08,7.6,6.5,0.119,13276.82,education,0,monitoring
45,30-50,22227.0,7.2,6.9,0.709,7545.06,debt_consolidation,0,monitoring
28,Under 30,48389.75,0.0,2.0,0.366,4586.1,auto,0,monitoring
44,30-50,53089.31,5.5,6.0,0.469,6293.8,auto,0,monitoring
25,Under 30,38868.1,0.3,1.3,0.246,12953.66,home_improvement,0,monitoring
63,Over 50,36709.53,13.4,10.4,0.124,27685.04,auto,0,monitoring
35,30-50,33847.74,8.2,8.3,0.378,7254.03,auto,0,monitoring
34,30-50,38847.61,3.2,4.9,0.286,14189.42,small_business,0,monitoring
21,Under 30,27783.13,0.0,0.0,0.3,5808.47,home_improvement,0,monitoring
22,Under 30,47920.19,2.8,4.3,0.169,5548.51,debt_consolidation,0,monitoring
62,Over 50,51943.12,16.6,14.8,0.277,11340.79,education,0,monitoring
39,30-50,48384.41,2.5,3.9,0.595,6589.15,auto,1,monitoring
31,30-50,45569.58,6.6,5.5,0.219,5643.71,auto,0,monitoring
69,Over 50,77333.21,19.4,16.2,0.238,2777.83,auto,0,monitoring
28,Under 30,38092.67,0.5,5.1,0.102,8421.02,home_improvement,0,monitoring
25,Under 30,43468.21,0.0,0.2,0.179,5543.96,home_improvement,0,monitoring
45,30-50,95361.72,10.6,9.5,0.509,10544.7,small_business,0,monitoring
21,Under 30,22759.35,0.0,4.2,0.145,5579.4,education,0,monitoring
52,Over 50,17337.49,8.8,7.2,0.233,5075.48,education,0,monitoring
28,Under 30,54105.03,1.5,1.9,0.334,8250.73,debt_consolidation,0,monitoring
22,Under 30,39014.87,0.0,3.3,0.154,6797.27,debt_consolidation,1,monitoring
65,Over 50,101804.67,16.0,16.4,0.383,5315.99,auto,0,monitoring
27,Under 30,66524.05,4.4,4.5,0.273,8130.73,debt_consolidation,0,monitoring
44,30-50,60617.12,8.7,9.2,0.35,8975.7,auto,0,monitoring
68,Over 50,62164.43,17.5,17.9,0.24,11947.77,small_business,0,monitoring
68,Over 50,27216.54,15.3,14.3,0.356,12917.38,debt_consolidation,0,monitoring
50,30-50,45088.96,11.3,7.4,0.191,5844.27,education,0,monitoring
62,Over 50,108533.23,17.3,16.5,0.304,6151.05,debt_consolidation,0,monitoring
66,Over 50,24556.96,11.7,13.2,0.608,6499.23,auto,0,monitoring
53,Over 50,42327.63,7.2,8.5,0.239,2669.06,debt_consolidation,0,monitoring
31,30-50,26982.35,3.9,4.4,0.333,12591.75,home_improvement,0,monitoring
35,30-50,56533.33,4.2,5.4,0.269,13548.94,debt_consolidation,0,monitoring
60,Over 50,65068.07,10.8,10.0,0.259,7471.42,debt_consolidation,0,monitoring
67,Over 50,28335.63,18.7,16.3,0.768,7208.4,debt_consolidation,0,monitoring
28,Under 30,42869.36,3.4,4.9,0.238,11832.98,education,0,monitoring
63,Over 50,79154.09,13.1,13.0,0.261,6423.67,home_improvement,0,monitoring
51,Over 50,44743.86,14.4,11.5,0.154,11197.07,auto,0,monitoring
34,30-50,26981.3,1.7,3.5,0.334,9240.23,home_improvement,0,monitoring
60,Over 50,52827.58,7.7,8.2,0.174,11245.6,education,0,monitoring
23,Under 30,103918.7,0.0,0.0,0.404,6876.99,home_improvement,1,monitoring
29,Under 30,23158.77,1.1,5.9,0.291,12447.68,debt_consolidation,0,monitoring
55,Over 50,35264.24,12.3,12.0,0.651,2712.38,education,0,monitoring
25,Under 30,37774.32,3.0,6.1,0.304,4002.85,debt_consolidation,0,monitoring
59,Over 50,54088.47,11.3,11.1,0.407,15667.63,debt_consolidation,0,monitoring
52,Over 50,49162.82,12.8,15.1,0.663,7582.9,education,0,monitoring
50,30-50,56007.85,11.7,12.6,0.54,4217.58,education,0,monitoring
44,30-50,99371.89,5.8,9.0,0.25,5594.91,education,0,monitoring
38,30-50,42160.66,11.2,10.9,0.169,9325.59,debt_consolidation,0,monitoring
47,30-50,29529.22,13.8,14.9,0.262,7175.44,debt_consolidation,0,monitoring
69,Over 50,44814.07,16.4,13.2,0.501,11007.48,debt_consolidation,0,monitoring
55,Over 50,84802.22,14.4,14.2,0.318,5484.16,debt_consolidation,0,monitoring
59,Over 50,39805.83,12.4,9.8,0.518,19695.35,small_business,0,monitoring
62,Over 50,58345.7,14.1,14.5,0.335,7353.14,auto,0,monitoring
59,Over 50,45935.06,12.0,13.5,0.341,3873.05,small_business,0,monitoring
52,Over 50,39671.22,11.8,15.5,0.209,5933.45,debt_consolidation,0,monitoring
63,Over 50,35847.66,10.7,11.1,0.197,8451.82,small_business,0,monitoring
61,Over 50,64810.29,15.5,16.5,0.304,13920.68,home_improvement,0,monitoring
37,30-50,34281.13,5.9,3.8,0.127,15711.33,auto,0,monitoring
68,Over 50,39332.18,19.0,17.3,0.549,5111.79,debt_consolidation,0,monitoring
29,Under 30,20133.85,6.1,7.3,0.22,9257.98,small_business,0,monitoring
69,Over 50,38904.11,17.6,14.1,0.231,4474.53,education,0,monitoring
21,Under 30,39489.34,0.9,1.3,0.192,7427.65,small_business,0,monitoring
40,30-50,45587.37,4.8,7.2,0.383,5250.66,education,0,monitoring
56,Over 50,33589.89,7.9,9.4,0.099,4404.19,auto,0,monitoring
32,30-50,23848.09,4.8,8.0,0.42,4439.78,small_business,0,monitoring
31,30-50,49952.65,6.6,8.4,0.532,12228.82,debt_consolidation,0,monitoring
63,Over 50,54819.6,16.9,17.0,0.479,6389.37,debt_consolidation,0,monitoring
65,Over 50,31202.75,14.5,15.1,0.295,6295.18,auto,0,monitoring
37,30-50,47147.36,2.7,7.3,0.295,11714.75,debt_consolidation,0,monitoring
34,30-50,34384.32,4.3,8.1,0.47,7911.94,debt_consolidation,0,monitoring
60,Over 50,38972.02,15.2,15.3,0.331,17964.58,debt_consolidation,0,monitoring
55,Over 50,44908.18,11.1,9.1,0.328,4955.93,debt_consolidation,0,monitoring
30,30-50,32974.21,5.3,5.2,0.116,16136.32,small_business,1,monitoring
29,Under 30,26805.73,4.1,7.4,0.485,6897.33,home_improvement,0,monitoring
29,Under 30,99584.26,0.0,0.7,0.384,7758.63,debt_consolidation,0,monitoring
